Date,ipca,igp-m
2022-10-01,0.0059,-0.0097
2022-11-01,0.0040999999999999995,-0.005600000000000001
2022-12-01,0.0062,0.0045000000000000005
2023-01-01,0.0053,0.0021
2023-02-01,0.0084,-0.0006
2023-03-01,0.0070999999999999995,0.0005
