,Date,Ticker,Price
58,2021-06-11,ABEV3.SA,19.239999771118164
59,2021-06-14,ABEV3.SA,19.030000686645508
60,2021-06-15,ABEV3.SA,19.450000762939453
61,2021-06-16,ABEV3.SA,19.13999938964844
62,2021-06-17,ABEV3.SA,19.11000061035156
63,2021-06-18,ABEV3.SA,18.920000076293945
64,2021-06-21,ABEV3.SA,18.700000762939453
65,2021-06-22,ABEV3.SA,18.56999969482422
66,2021-06-23,ABEV3.SA,18.1299991607666
67,2021-06-24,ABEV3.SA,18.100000381469727
68,2021-06-25,ABEV3.SA,17.829999923706055
69,2021-06-28,ABEV3.SA,17.170000076293945
70,2021-06-29,ABEV3.SA,17.350000381469727
71,2021-06-30,ABEV3.SA,17.149999618530273
72,2021-07-01,ABEV3.SA,16.860000610351562
73,2021-07-02,ABEV3.SA,17.389999389648438
74,2021-07-05,ABEV3.SA,17.420000076293945
75,2021-07-06,ABEV3.SA,17.739999771118164
76,2021-07-07,ABEV3.SA,17.690000534057617
77,2021-07-08,ABEV3.SA,17.469999313354492
78,2021-07-12,ABEV3.SA,17.510000228881836
79,2021-07-13,ABEV3.SA,17.489999771118164
80,2021-07-14,ABEV3.SA,18.100000381469727
81,2021-07-15,ABEV3.SA,17.950000762939453
82,2021-07-16,ABEV3.SA,17.729999542236328
83,2021-07-19,ABEV3.SA,17.239999771118164
84,2021-07-20,ABEV3.SA,17.030000686645508
85,2021-07-21,ABEV3.SA,17.06999969482422
86,2021-07-22,ABEV3.SA,17.139999389648438
87,2021-07-23,ABEV3.SA,17.110000610351562
88,2021-07-26,ABEV3.SA,16.75
89,2021-07-27,ABEV3.SA,17.0
90,2021-07-28,ABEV3.SA,17.040000915527344
91,2021-07-29,ABEV3.SA,17.219999313354492
92,2021-07-30,ABEV3.SA,17.0
93,2021-08-02,ABEV3.SA,16.899999618530273
94,2021-08-03,ABEV3.SA,16.84000015258789
95,2021-08-04,ABEV3.SA,16.90999984741211
96,2021-08-05,ABEV3.SA,16.799999237060547
97,2021-08-06,ABEV3.SA,16.700000762939453
98,2021-08-09,ABEV3.SA,17.110000610351562
99,2021-08-10,ABEV3.SA,17.149999618530273
100,2021-08-11,ABEV3.SA,16.709999084472656
101,2021-08-12,ABEV3.SA,16.56999969482422
102,2021-08-13,ABEV3.SA,16.59000015258789
103,2021-08-16,ABEV3.SA,16.530000686645508
104,2021-08-17,ABEV3.SA,16.389999389648438
105,2021-08-18,ABEV3.SA,16.299999237060547
106,2021-08-19,ABEV3.SA,16.459999084472656
107,2021-08-20,ABEV3.SA,16.90999984741211
108,2021-08-23,ABEV3.SA,17.510000228881836
109,2021-08-24,ABEV3.SA,17.479999542236328
110,2021-08-25,ABEV3.SA,17.5
111,2021-08-26,ABEV3.SA,17.399999618530273
112,2021-08-27,ABEV3.SA,17.18000030517578
113,2021-08-30,ABEV3.SA,16.959999084472656
114,2021-08-31,ABEV3.SA,17.149999618530273
115,2021-09-01,ABEV3.SA,17.15999984741211
116,2021-09-02,ABEV3.SA,17.1200008392334
117,2021-09-03,ABEV3.SA,16.639999389648438
118,2021-09-06,ABEV3.SA,16.559999465942383
119,2021-09-08,ABEV3.SA,16.989999771118164
120,2021-09-09,ABEV3.SA,16.200000762939453
121,2021-09-10,ABEV3.SA,16.43000030517578
122,2021-09-13,ABEV3.SA,16.530000686645508
123,2021-09-14,ABEV3.SA,16.40999984741211
124,2021-09-15,ABEV3.SA,16.459999084472656
125,2021-09-16,ABEV3.SA,16.0
126,2021-09-17,ABEV3.SA,16.18000030517578
127,2021-09-20,ABEV3.SA,15.529999732971191
128,2021-09-21,ABEV3.SA,15.68000030517578
129,2021-09-22,ABEV3.SA,15.770000457763672
130,2021-09-23,ABEV3.SA,15.800000190734863
131,2021-09-24,ABEV3.SA,15.619999885559082
132,2021-09-27,ABEV3.SA,15.649999618530272
133,2021-09-28,ABEV3.SA,15.760000228881836
134,2021-09-29,ABEV3.SA,15.539999961853027
135,2021-09-30,ABEV3.SA,15.550000190734863
136,2021-10-01,ABEV3.SA,15.40999984741211
137,2021-10-04,ABEV3.SA,15.079999923706056
138,2021-10-05,ABEV3.SA,15.06999969482422
139,2021-10-06,ABEV3.SA,15.050000190734863
140,2021-10-07,ABEV3.SA,15.130000114440918
141,2021-10-08,ABEV3.SA,15.170000076293944
142,2021-10-11,ABEV3.SA,15.3100004196167
143,2021-10-13,ABEV3.SA,15.199999809265137
144,2021-10-14,ABEV3.SA,15.539999961853027
145,2021-10-15,ABEV3.SA,15.510000228881836
146,2021-10-18,ABEV3.SA,15.399999618530272
147,2021-10-19,ABEV3.SA,15.25
148,2021-10-20,ABEV3.SA,15.300000190734863
149,2021-10-21,ABEV3.SA,15.0
150,2021-10-22,ABEV3.SA,14.829999923706056
151,2021-10-25,ABEV3.SA,15.010000228881836
152,2021-10-26,ABEV3.SA,15.149999618530272
153,2021-10-27,ABEV3.SA,15.3100004196167
154,2021-10-28,ABEV3.SA,16.40999984741211
155,2021-10-29,ABEV3.SA,16.729999542236328
156,2021-11-01,ABEV3.SA,17.1299991607666
157,2021-11-03,ABEV3.SA,17.200000762939453
158,2021-11-04,ABEV3.SA,17.81999969482422
159,2021-11-05,ABEV3.SA,17.979999542236328
160,2021-11-08,ABEV3.SA,17.81999969482422
161,2021-11-09,ABEV3.SA,17.700000762939453
162,2021-11-10,ABEV3.SA,17.829999923706055
163,2021-11-11,ABEV3.SA,17.93000030517578
164,2021-11-12,ABEV3.SA,17.600000381469727
165,2021-11-16,ABEV3.SA,17.6200008392334
166,2021-11-17,ABEV3.SA,17.649999618530273
167,2021-11-18,ABEV3.SA,17.469999313354492
168,2021-11-19,ABEV3.SA,17.549999237060547
169,2021-11-22,ABEV3.SA,17.450000762939453
170,2021-11-23,ABEV3.SA,17.31999969482422
171,2021-11-24,ABEV3.SA,17.059999465942383
172,2021-11-25,ABEV3.SA,17.09000015258789
173,2021-11-26,ABEV3.SA,16.899999618530273
174,2021-11-29,ABEV3.SA,16.770000457763672
175,2021-11-30,ABEV3.SA,16.34000015258789
176,2021-12-01,ABEV3.SA,16.09000015258789
177,2021-12-02,ABEV3.SA,15.989999771118164
178,2021-12-03,ABEV3.SA,16.010000228881836
179,2021-12-06,ABEV3.SA,16.040000915527344
180,2021-12-07,ABEV3.SA,16.190000534057617
181,2021-12-08,ABEV3.SA,16.1200008392334
182,2021-12-09,ABEV3.SA,16.100000381469727
183,2021-12-10,ABEV3.SA,16.25
184,2021-12-13,ABEV3.SA,16.049999237060547
185,2021-12-14,ABEV3.SA,16.020000457763672
186,2021-12-15,ABEV3.SA,16.260000228881836
187,2021-12-16,ABEV3.SA,16.190000534057617
188,2021-12-17,ABEV3.SA,16.010000228881836
189,2021-12-20,ABEV3.SA,15.5
190,2021-12-21,ABEV3.SA,15.449999809265137
191,2021-12-22,ABEV3.SA,15.40999984741211
192,2021-12-23,ABEV3.SA,15.399999618530272
193,2021-12-27,ABEV3.SA,15.550000190734863
194,2021-12-28,ABEV3.SA,15.539999961853027
195,2021-12-29,ABEV3.SA,15.550000190734863
196,2021-12-30,ABEV3.SA,15.579999923706056
197,2022-01-03,ABEV3.SA,15.420000076293944
198,2022-01-04,ABEV3.SA,15.31999969482422
199,2022-01-05,ABEV3.SA,15.25
200,2022-01-06,ABEV3.SA,15.039999961853027
201,2022-01-07,ABEV3.SA,14.800000190734863
202,2022-01-10,ABEV3.SA,14.4399995803833
203,2022-01-11,ABEV3.SA,14.609999656677246
204,2022-01-12,ABEV3.SA,14.640000343322754
205,2022-01-13,ABEV3.SA,14.869999885559082
206,2022-01-14,ABEV3.SA,14.979999542236328
207,2022-01-17,ABEV3.SA,15.039999961853027
208,2022-01-18,ABEV3.SA,14.739999771118164
209,2022-01-19,ABEV3.SA,14.649999618530272
210,2022-01-20,ABEV3.SA,14.619999885559082
211,2022-01-21,ABEV3.SA,14.449999809265137
212,2022-01-24,ABEV3.SA,14.789999961853027
213,2022-01-25,ABEV3.SA,14.640000343322754
214,2022-01-26,ABEV3.SA,15.1899995803833
215,2022-01-27,ABEV3.SA,15.0600004196167
216,2022-01-28,ABEV3.SA,15.239999771118164
217,2022-01-31,ABEV3.SA,14.899999618530272
218,2022-02-01,ABEV3.SA,14.9399995803833
219,2022-02-02,ABEV3.SA,14.850000381469728
220,2022-02-03,ABEV3.SA,14.539999961853027
221,2022-02-04,ABEV3.SA,14.420000076293944
222,2022-02-07,ABEV3.SA,14.43000030517578
223,2022-02-08,ABEV3.SA,14.260000228881836
224,2022-02-09,ABEV3.SA,14.149999618530272
225,2022-02-10,ABEV3.SA,14.56999969482422
226,2022-02-11,ABEV3.SA,14.81999969482422
227,2022-02-14,ABEV3.SA,14.979999542236328
228,2022-02-15,ABEV3.SA,15.109999656677246
229,2022-02-16,ABEV3.SA,15.449999809265137
230,2022-02-17,ABEV3.SA,15.09000015258789
231,2022-02-18,ABEV3.SA,14.970000267028809
232,2022-02-21,ABEV3.SA,14.829999923706056
233,2022-02-22,ABEV3.SA,14.4399995803833
234,2022-02-23,ABEV3.SA,14.619999885559082
235,2022-02-24,ABEV3.SA,14.239999771118164
236,2022-02-25,ABEV3.SA,14.68000030517578
237,2022-03-01,ABEV3.SA,
238,2022-03-02,ABEV3.SA,14.6899995803833
239,2022-03-03,ABEV3.SA,14.510000228881836
240,2022-03-04,ABEV3.SA,14.210000038146973
241,2022-03-07,ABEV3.SA,13.789999961853027
242,2022-03-08,ABEV3.SA,13.399999618530272
243,2022-03-09,ABEV3.SA,13.600000381469728
244,2022-03-10,ABEV3.SA,13.770000457763672
245,2022-03-11,ABEV3.SA,13.5
246,2022-03-14,ABEV3.SA,13.220000267028809
247,2022-03-15,ABEV3.SA,13.350000381469728
248,2022-03-16,ABEV3.SA,13.5
249,2022-03-17,ABEV3.SA,13.8100004196167
250,2022-03-18,ABEV3.SA,13.850000381469728
251,2022-03-21,ABEV3.SA,14.0600004196167
252,2022-03-22,ABEV3.SA,14.31999969482422
253,2022-03-23,ABEV3.SA,14.3100004196167
254,2022-03-24,ABEV3.SA,14.199999809265137
255,2022-03-25,ABEV3.SA,14.279999732971191
256,2022-03-28,ABEV3.SA,14.43000030517578
257,2022-03-29,ABEV3.SA,14.949999809265137
258,2022-03-30,ABEV3.SA,15.260000228881836
259,2022-03-31,ABEV3.SA,15.229999542236328
260,2022-04-01,ABEV3.SA,15.59000015258789
261,2022-04-04,ABEV3.SA,15.390000343322754
262,2022-04-05,ABEV3.SA,15.149999618530272
263,2022-04-06,ABEV3.SA,15.029999732971191
264,2022-04-07,ABEV3.SA,14.93000030517578
265,2022-04-08,ABEV3.SA,14.9399995803833
266,2022-04-11,ABEV3.SA,14.81999969482422
267,2022-04-12,ABEV3.SA,15.40999984741211
268,2022-04-13,ABEV3.SA,15.010000228881836
269,2022-04-14,ABEV3.SA,14.84000015258789
270,2022-04-18,ABEV3.SA,14.619999885559082
271,2022-04-19,ABEV3.SA,14.5600004196167
272,2022-04-20,ABEV3.SA,14.699999809265137
273,2022-04-22,ABEV3.SA,14.550000190734863
274,2022-04-25,ABEV3.SA,14.760000228881836
275,2022-04-26,ABEV3.SA,15.039999961853027
276,2022-04-27,ABEV3.SA,14.890000343322754
277,2022-04-28,ABEV3.SA,14.710000038146973
278,2022-04-29,ABEV3.SA,14.850000381469728
279,2022-05-02,ABEV3.SA,14.579999923706056
280,2022-05-03,ABEV3.SA,14.449999809265137
281,2022-05-04,ABEV3.SA,14.119999885559082
282,2022-05-05,ABEV3.SA,14.329999923706056
283,2022-05-06,ABEV3.SA,13.729999542236328
284,2022-05-09,ABEV3.SA,13.399999618530272
285,2022-05-10,ABEV3.SA,13.8100004196167
286,2022-05-11,ABEV3.SA,13.720000267028809
287,2022-05-12,ABEV3.SA,13.859999656677246
288,2022-05-13,ABEV3.SA,14.550000190734863
289,2022-05-16,ABEV3.SA,14.529999732971191
290,2022-05-17,ABEV3.SA,14.84000015258789
291,2022-05-18,ABEV3.SA,14.720000267028809
292,2022-05-19,ABEV3.SA,14.25
293,2022-05-20,ABEV3.SA,14.25
294,2022-05-23,ABEV3.SA,14.140000343322754
295,2022-05-24,ABEV3.SA,14.0
296,2022-05-25,ABEV3.SA,14.119999885559082
297,2022-05-26,ABEV3.SA,14.039999961853027
298,2022-05-27,ABEV3.SA,14.18000030517578
299,2022-05-30,ABEV3.SA,14.300000190734863
300,2022-05-31,ABEV3.SA,14.170000076293944
301,2022-06-01,ABEV3.SA,14.140000343322754
302,2022-06-02,ABEV3.SA,14.289999961853027
303,2022-06-03,ABEV3.SA,14.100000381469728
304,2022-06-06,ABEV3.SA,14.119999885559082
305,2022-06-07,ABEV3.SA,13.920000076293944
306,2022-06-08,ABEV3.SA,13.630000114440918
307,2022-06-09,ABEV3.SA,13.729999542236328
308,2022-06-10,ABEV3.SA,13.550000190734863
309,2022-06-13,ABEV3.SA,13.4399995803833
310,2022-06-14,ABEV3.SA,13.329999923706056
311,2022-06-15,ABEV3.SA,13.350000381469728
312,2022-06-17,ABEV3.SA,12.880000114440918
313,2022-06-20,ABEV3.SA,12.989999771118164
314,2022-06-21,ABEV3.SA,13.079999923706056
315,2022-06-22,ABEV3.SA,13.18000030517578
316,2022-06-23,ABEV3.SA,13.350000381469728
317,2022-06-24,ABEV3.SA,13.399999618530272
318,2022-06-27,ABEV3.SA,13.729999542236328
319,2022-06-28,ABEV3.SA,13.710000038146973
320,2022-06-29,ABEV3.SA,13.5
321,2022-06-30,ABEV3.SA,13.369999885559082
322,2022-07-01,ABEV3.SA,13.350000381469728
323,2022-07-04,ABEV3.SA,13.720000267028809
324,2022-07-05,ABEV3.SA,13.619999885559082
325,2022-07-06,ABEV3.SA,14.0600004196167
326,2022-07-07,ABEV3.SA,14.350000381469728
327,2022-07-08,ABEV3.SA,14.239999771118164
328,2022-07-11,ABEV3.SA,14.210000038146973
329,2022-07-12,ABEV3.SA,14.109999656677246
330,2022-07-13,ABEV3.SA,13.800000190734863
331,2022-07-14,ABEV3.SA,14.380000114440918
332,2022-07-15,ABEV3.SA,14.8100004196167
333,2022-07-18,ABEV3.SA,14.600000381469728
334,2022-07-19,ABEV3.SA,14.489999771118164
335,2022-07-20,ABEV3.SA,14.40999984741211
336,2022-07-21,ABEV3.SA,14.239999771118164
337,2022-07-22,ABEV3.SA,14.539999961853027
338,2022-07-25,ABEV3.SA,14.529999732971191
339,2022-07-26,ABEV3.SA,14.6899995803833
340,2022-07-27,ABEV3.SA,14.850000381469728
341,2022-07-28,ABEV3.SA,15.4399995803833
342,2022-07-29,ABEV3.SA,15.130000114440918
343,2022-08-01,ABEV3.SA,14.859999656677246
344,2022-08-02,ABEV3.SA,14.5600004196167
345,2022-08-03,ABEV3.SA,14.729999542236328
346,2022-08-04,ABEV3.SA,14.75
347,2022-08-05,ABEV3.SA,14.729999542236328
348,2022-08-08,ABEV3.SA,14.68000030517578
349,2022-08-09,ABEV3.SA,14.84000015258789
350,2022-08-10,ABEV3.SA,14.949999809265137
351,2022-08-11,ABEV3.SA,15.3100004196167
352,2022-08-12,ABEV3.SA,15.260000228881836
353,2022-08-15,ABEV3.SA,15.130000114440918
354,2022-08-16,ABEV3.SA,15.4399995803833
355,2022-08-17,ABEV3.SA,15.460000038146973
356,2022-08-18,ABEV3.SA,15.65999984741211
357,2022-08-19,ABEV3.SA,15.890000343322754
358,2022-08-22,ABEV3.SA,15.710000038146973
359,2022-08-23,ABEV3.SA,15.350000381469728
360,2022-08-24,ABEV3.SA,15.4399995803833
361,2022-08-25,ABEV3.SA,15.949999809265137
362,2022-08-26,ABEV3.SA,15.890000343322754
363,2022-08-29,ABEV3.SA,15.649999618530272
364,2022-08-30,ABEV3.SA,15.699999809265137
365,2022-08-31,ABEV3.SA,15.420000076293944
366,2022-09-01,ABEV3.SA,15.359999656677246
367,2022-09-02,ABEV3.SA,15.470000267028809
368,2022-09-05,ABEV3.SA,15.600000381469728
369,2022-09-06,ABEV3.SA,15.4399995803833
370,2022-09-08,ABEV3.SA,15.600000381469728
371,2022-09-09,ABEV3.SA,15.5
372,2022-09-12,ABEV3.SA,15.789999961853027
373,2022-09-13,ABEV3.SA,15.600000381469728
374,2022-09-14,ABEV3.SA,15.59000015258789
375,2022-09-15,ABEV3.SA,15.380000114440918
376,2022-09-16,ABEV3.SA,15.239999771118164
377,2022-09-19,ABEV3.SA,15.300000190734863
378,2022-09-20,ABEV3.SA,15.479999542236328
379,2022-09-21,ABEV3.SA,15.770000457763672
380,2022-09-22,ABEV3.SA,15.710000038146973
381,2022-09-23,ABEV3.SA,15.399999618530272
382,2022-09-26,ABEV3.SA,15.359999656677246
383,2022-09-27,ABEV3.SA,15.390000343322754
384,2022-09-28,ABEV3.SA,15.420000076293944
385,2022-09-29,ABEV3.SA,15.59000015258789
386,2022-09-30,ABEV3.SA,15.600000381469728
387,2022-10-03,ABEV3.SA,15.800000190734863
388,2022-10-04,ABEV3.SA,16.5
389,2022-10-05,ABEV3.SA,16.309999465942383
390,2022-10-06,ABEV3.SA,16.25
391,2022-10-07,ABEV3.SA,15.960000038146973
392,2022-10-10,ABEV3.SA,15.460000038146973
393,2022-10-11,ABEV3.SA,15.18000030517578
394,2022-10-13,ABEV3.SA,14.81999969482422
395,2022-10-14,ABEV3.SA,15.020000457763672
396,2022-10-17,ABEV3.SA,14.920000076293944
397,2022-10-18,ABEV3.SA,15.0600004196167
398,2022-10-19,ABEV3.SA,14.93000030517578
399,2022-10-20,ABEV3.SA,14.960000038146973
400,2022-10-21,ABEV3.SA,14.989999771118164
401,2022-10-24,ABEV3.SA,15.15999984741211
402,2022-10-25,ABEV3.SA,15.18000030517578
403,2022-10-26,ABEV3.SA,14.800000190734863
404,2022-10-27,ABEV3.SA,15.25
405,2022-10-28,ABEV3.SA,15.5600004196167
406,2022-10-31,ABEV3.SA,15.770000457763672
407,2022-11-01,ABEV3.SA,16.030000686645508
408,2022-11-03,ABEV3.SA,15.510000228881836
409,2022-11-04,ABEV3.SA,16.170000076293945
410,2022-11-07,ABEV3.SA,16.329999923706055
411,2022-11-08,ABEV3.SA,16.260000228881836
412,2022-11-09,ABEV3.SA,16.610000610351562
413,2022-11-10,ABEV3.SA,16.15999984741211
414,2022-11-11,ABEV3.SA,15.760000228881836
415,2022-11-14,ABEV3.SA,16.329999923706055
416,2022-11-16,ABEV3.SA,15.9399995803833
417,2022-11-17,ABEV3.SA,15.300000190734863
418,2022-11-18,ABEV3.SA,15.5600004196167
419,2022-11-21,ABEV3.SA,15.779999732971191
420,2022-11-22,ABEV3.SA,15.699999809265137
421,2022-11-23,ABEV3.SA,15.649999618530272
422,2022-11-24,ABEV3.SA,15.890000343322754
423,2022-11-25,ABEV3.SA,16.030000686645508
424,2022-11-28,ABEV3.SA,15.800000190734863
425,2022-11-29,ABEV3.SA,15.90999984741211
426,2022-11-30,ABEV3.SA,15.760000228881836
427,2022-12-01,ABEV3.SA,15.920000076293944
428,2022-12-02,ABEV3.SA,16.149999618530273
429,2022-12-05,ABEV3.SA,16.030000686645508
430,2022-12-06,ABEV3.SA,16.200000762939453
431,2022-12-07,ABEV3.SA,16.1299991607666
432,2022-12-08,ABEV3.SA,15.949999809265137
433,2022-12-09,ABEV3.SA,15.779999732971191
434,2022-12-12,ABEV3.SA,15.479999542236328
435,2022-12-13,ABEV3.SA,15.289999961853027
436,2022-12-14,ABEV3.SA,15.1899995803833
437,2022-12-15,ABEV3.SA,15.010000228881836
438,2022-12-16,ABEV3.SA,14.989999771118164
439,2022-12-19,ABEV3.SA,14.979999542236328
440,2022-12-20,ABEV3.SA,14.40999984741211
441,2022-12-21,ABEV3.SA,14.56999969482422
442,2022-12-22,ABEV3.SA,14.390000343322754
443,2022-12-23,ABEV3.SA,14.5
444,2022-12-26,ABEV3.SA,14.56999969482422
445,2022-12-27,ABEV3.SA,14.600000381469728
446,2022-12-28,ABEV3.SA,14.600000381469728
447,2022-12-29,ABEV3.SA,14.670000076293944
448,2023-01-02,ABEV3.SA,14.399999618530272
449,2023-01-03,ABEV3.SA,14.15999984741211
450,2023-01-04,ABEV3.SA,14.279999732971191
451,2023-01-05,ABEV3.SA,14.270000457763672
452,2023-01-06,ABEV3.SA,14.300000190734863
453,2023-01-09,ABEV3.SA,14.289999961853027
454,2023-01-10,ABEV3.SA,14.260000228881836
455,2023-01-11,ABEV3.SA,14.510000228881836
456,2023-01-12,ABEV3.SA,13.800000190734863
457,2023-01-13,ABEV3.SA,14.0
458,2023-01-16,ABEV3.SA,13.720000267028809
459,2023-01-17,ABEV3.SA,13.300000190734863
460,2023-01-18,ABEV3.SA,13.93000030517578
461,2023-01-19,ABEV3.SA,13.670000076293944
462,2023-01-20,ABEV3.SA,13.550000190734863
463,2023-01-23,ABEV3.SA,13.5600004196167
464,2023-01-24,ABEV3.SA,13.420000076293944
465,2023-01-25,ABEV3.SA,13.550000190734863
466,2023-01-26,ABEV3.SA,13.699999809265137
467,2023-01-27,ABEV3.SA,13.75
468,2023-01-30,ABEV3.SA,13.6899995803833
469,2023-01-31,ABEV3.SA,13.619999885559082
470,2023-02-01,ABEV3.SA,13.640000343322754
471,2023-02-02,ABEV3.SA,13.0600004196167
472,2023-02-03,ABEV3.SA,13.06999969482422
473,2023-02-06,ABEV3.SA,13.039999961853027
474,2023-02-07,ABEV3.SA,13.020000457763672
475,2023-02-08,ABEV3.SA,13.039999961853027
476,2023-02-09,ABEV3.SA,13.149999618530272
477,2023-02-10,ABEV3.SA,12.979999542236328
478,2023-02-13,ABEV3.SA,12.859999656677246
479,2023-02-14,ABEV3.SA,13.149999618530272
480,2023-02-15,ABEV3.SA,12.989999771118164
481,2023-02-16,ABEV3.SA,13.25
482,2023-02-17,ABEV3.SA,13.039999961853027
483,2023-02-22,ABEV3.SA,13.050000190734863
484,2023-02-23,ABEV3.SA,13.210000038146973
485,2023-02-24,ABEV3.SA,13.220000267028809
486,2023-02-27,ABEV3.SA,13.380000114440918
487,2023-02-28,ABEV3.SA,13.43000030517578
488,2023-03-01,ABEV3.SA,13.420000076293944
489,2023-03-02,ABEV3.SA,13.470000267028809
490,2023-03-03,ABEV3.SA,13.119999885559082
491,2023-03-06,ABEV3.SA,13.18000030517578
492,2023-03-07,ABEV3.SA,13.470000267028809
493,2023-03-08,ABEV3.SA,13.399999618530272
494,2023-03-09,ABEV3.SA,13.5600004196167
495,2023-03-10,ABEV3.SA,13.520000457763672
496,2023-03-13,ABEV3.SA,13.5
497,2023-03-14,ABEV3.SA,13.609999656677246
498,2023-03-15,ABEV3.SA,13.800000190734863
499,2023-03-16,ABEV3.SA,14.0
500,2023-03-17,ABEV3.SA,14.199999809265137
501,2023-03-20,ABEV3.SA,14.199999809265137
502,2023-03-21,ABEV3.SA,14.140000343322754
503,2023-03-22,ABEV3.SA,13.90999984741211
504,2023-03-23,ABEV3.SA,14.010000228881836
505,2023-03-24,ABEV3.SA,13.84000015258789
506,2023-03-27,ABEV3.SA,14.0
507,2023-03-28,ABEV3.SA,13.949999809265137
508,2023-03-29,ABEV3.SA,14.65999984741211
509,2023-03-30,ABEV3.SA,15.0
510,2023-03-31,ABEV3.SA,14.869999885559082
511,2023-04-03,ABEV3.SA,14.229999542236328
512,2023-04-04,ABEV3.SA,14.40999984741211
513,2023-04-05,ABEV3.SA,14.510000228881836
514,2023-04-06,ABEV3.SA,14.239999771118164
515,2023-04-10,ABEV3.SA,14.5
516,2023-04-11,ABEV3.SA,14.489999771118164
517,2023-04-12,ABEV3.SA,14.81999969482422
518,2023-04-13,ABEV3.SA,14.729999542236328
519,2023-04-14,ABEV3.SA,14.5
520,2021-03-19,ALPA4.SA,35.869998931884766
521,2021-03-22,ALPA4.SA,35.61000061035156
522,2021-03-23,ALPA4.SA,35.75
523,2021-03-24,ALPA4.SA,36.15999984741211
524,2021-03-25,ALPA4.SA,34.68000030517578
525,2021-03-26,ALPA4.SA,36.25
526,2021-03-29,ALPA4.SA,36.52999877929688
527,2021-03-30,ALPA4.SA,35.779998779296875
528,2021-03-31,ALPA4.SA,37.36000061035156
529,2021-04-01,ALPA4.SA,36.88999938964844
530,2021-04-02,ALPA4.SA,
531,2021-04-05,ALPA4.SA,36.310001373291016
532,2021-04-06,ALPA4.SA,36.790000915527344
533,2021-04-07,ALPA4.SA,37.060001373291016
534,2021-04-08,ALPA4.SA,37.5099983215332
535,2021-04-09,ALPA4.SA,37.70000076293945
536,2021-04-12,ALPA4.SA,37.77999877929688
537,2021-04-13,ALPA4.SA,38.0
538,2021-04-14,ALPA4.SA,38.290000915527344
539,2021-04-15,ALPA4.SA,37.83000183105469
540,2021-04-16,ALPA4.SA,38.310001373291016
541,2021-04-19,ALPA4.SA,38.25
542,2021-04-20,ALPA4.SA,38.060001373291016
543,2021-04-22,ALPA4.SA,37.880001068115234
